รหัสนักเรียน,ชื่อ-นามสกุล,เพศ,อายุ,ระดับชั้น,โรงเรียน,เบอร์โทรติดต่อ,รหัสคอร์ส,ชื่อคอร์ส,รายวิชา,อาจารย์ผู้สอน,ราคา(บาท),จำนวนรับสูงสุด,จำนวนผู้ลงทะเบียน,ที่นั่งคงเหลือ,รหัสการลงทะเบียน,วันที่ลงทะเบียน,ส่วนลด,ยอดชำระสุทธิ (บาท),สถานะการลงทะเบียน,รหัสการชำระเงิน,จำนวนเงินที่ชำระ(บาท),ช่องทางการชำระเงิน,วันที่ชำระเงิน,สถานะการชำระเงิน
STU0220,ศศิธร พรมมา,หญิง,17,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,095-3382354,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,220,2026-06-02,0.05,3230.0,ลงทะเบียนสำเร็จ,220.0,3230.0,บัตรเครดิต,2026-06-02,ชำระเงินแล้ว
STU0221,รินรดา พูนทรัพย์,หญิง,17,ม.6,โรงเรียนขอนแก่นวิทยายน,096-3937412,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,221,2026-08-17,0.1,2880.0,ลงทะเบียนสำเร็จ,221.0,2880.0,เงินสด,2026-08-17,ชำระเงินแล้ว
STU0222,ศุภชัย ศรีวิชัย,ชาย,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),085-6430032,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,222,2026-07-17,0.1,2430.0,ลงทะเบียนสำเร็จ,222.0,2430.0,พร้อมเพย์,2026-07-17,ชำระเงินแล้ว
STU0223,ศุภณัฐ คำภา,ชาย,16,ม.5,โรงเรียนแก่นนครวิทยาลัย,092-4817891,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,223,2026-06-01,0.0,3500.0,ลงทะเบียนสำเร็จ,223.0,3500.0,เงินสด,2026-06-01,ชำระเงินแล้ว
STU0224,สิรภพ วรรณศรี,ชาย,16,ม.5,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,082-3543672,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,224,2026-08-02,0.1,3150.0,ลงทะเบียนสำเร็จ,224.0,3150.0,โอนธนาคาร,2026-08-02,ชำระเงินแล้ว
STU0225,ก้องภพ ศรีสวัสดิ์,ชาย,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),086-6642133,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,225,2026-06-26,0.1,3060.0,ลงทะเบียนสำเร็จ,225.0,3060.0,บัตรเครดิต,2026-06-26,ชำระเงินแล้ว
STU0226,สุพิชญา จันทร์แก้ว,หญิง,15,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),095-6895533,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,226,2026-06-27,0.1,2520.0,ลงทะเบียนสำเร็จ,226.0,2520.0,เงินสด,2026-06-27,ชำระเงินแล้ว
STU0227,พัชราภา บุญเรือง,หญิง,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,087-5878877,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,227,2026-07-21,0.1,3060.0,ลงทะเบียนสำเร็จ,227.0,3060.0,พร้อมเพย์,2026-07-21,ชำระเงินแล้ว
STU0228,พศิน วงศ์ดี,ชาย,16,ม.5,โรงเรียนขอนแก่นวิทยายน,099-2992733,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,228,2026-07-12,0.1,2520.0,ลงทะเบียนสำเร็จ,228.0,2520.0,บัตรเครดิต,2026-07-12,ชำระเงินแล้ว
STU0229,ธนภัทร อินทร์แก้ว,ชาย,17,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),098-8815503,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,229,2026-08-12,0.0,3500.0,ลงทะเบียนสำเร็จ,229.0,3500.0,พร้อมเพย์,2026-08-12,ชำระเงินแล้ว
STU0230,สิรภพ ศรีสุข,ชาย,15,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,089-5111305,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,230,2026-07-06,0.05,3325.0,ลงทะเบียนสำเร็จ,230.0,3325.0,โอนธนาคาร,2026-07-06,ชำระเงินแล้ว
STU0231,รินรดา วิไลวรรณ,หญิง,17,ม.5,โรงเรียนขอนแก่นวิทยาลัย,094-7854114,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,231,2026-06-13,0.1,2520.0,ลงทะเบียนสำเร็จ,231.0,2520.0,เงินสด,2026-06-13,ชำระเงินแล้ว
STU0232,พิมพ์ชนก พงษ์ไพบูลย์,หญิง,17,ม.6,โรงเรียนกัลยาณวัตร,092-7516271,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,232,2026-07-21,0.05,3040.0,ลงทะเบียนสำเร็จ,232.0,3040.0,โอนธนาคาร,2026-07-21,ชำระเงินแล้ว
STU0233,วริศรา รัตนกุล,หญิง,18,ม.6,โรงเรียนขามแก่นนคร,091-5684455,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,233,2026-08-16,0.0,2800.0,ลงทะเบียนสำเร็จ,233.0,2800.0,เงินสด,2026-08-16,ชำระเงินแล้ว
STU0234,ภูวดล วิไลวรรณ,ชาย,18,ม.6,โรงเรียนแก่นนครวิทยาลัย,092-4583811,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,234,2026-07-16,0.05,3135.0,ลงทะเบียนสำเร็จ,234.0,3135.0,เงินสด,2026-07-16,ชำระเงินแล้ว
STU0235,ธีรภัทร สมบูรณ์,ชาย,15,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,091-4455852,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,235,2026-08-19,0.05,2660.0,ลงทะเบียนสำเร็จ,235.0,2660.0,พร้อมเพย์,2026-08-19,ชำระเงินแล้ว
STU0236,ศุภกร พงษ์ไพบูลย์,ชาย,16,ม.5,โรงเรียนขามแก่นนคร,093-4059215,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,236,2026-08-07,0.1,2430.0,ลงทะเบียนสำเร็จ,236.0,2430.0,บัตรเครดิต,2026-08-07,ชำระเงินแล้ว
STU0237,ณัฐณิชา แก้วใส,หญิง,15,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),094-2589440,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,237,2026-07-12,0.0,2500.0,ลงทะเบียนสำเร็จ,237.0,2500.0,บัตรเครดิต,2026-07-12,ชำระเงินแล้ว
STU0238,ณิชาภา ศรีเจริญ,หญิง,17,ม.6,โรงเรียนขามแก่นนคร,083-2817952,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,238,2026-07-09,0.1,2520.0,ลงทะเบียนสำเร็จ,238.0,2520.0,บัตรเครดิต,2026-07-09,ชำระเงินแล้ว
STU0239,ศศิธร ศรีนวล,หญิง,17,ม.5,โรงเรียนนครขอนแก่น,086-5586346,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,239,2026-07-08,0.1,3150.0,ลงทะเบียนสำเร็จ,239.0,3150.0,บัตรเครดิต,2026-07-08,ชำระเงินแล้ว
STU0240,วชิรวิทย์ บุญญฤทธิ์,ชาย,18,ม.6,โรงเรียนขามแก่นนคร,098-1169095,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,240,2026-08-07,0.05,3325.0,ลงทะเบียนสำเร็จ,240.0,3325.0,พร้อมเพย์,2026-08-07,ชำระเงินแล้ว
STU0241,ชนนท์ พัฒนกุล,ชาย,18,ม.6,โรงเรียนกัลยาณวัตร,093-8372990,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,241,2026-08-08,0.05,3040.0,ลงทะเบียนสำเร็จ,241.0,3040.0,พร้อมเพย์,2026-08-08,ชำระเงินแล้ว
STU0242,วรัญญา วัฒนชัย,หญิง,17,ม.6,โรงเรียนนครขอนแก่น,096-8035849,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,242,2026-07-23,0.0,3500.0,ลงทะเบียนสำเร็จ,242.0,3500.0,เงินสด,2026-07-23,ชำระเงินแล้ว
STU0243,กัญญาณัฐ ศรีอุดม,หญิง,17,ม.6,โรงเรียนขอนแก่นพัฒนศึกษา,082-9644157,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,243,2026-08-16,0.05,3325.0,ลงทะเบียนสำเร็จ,243.0,3325.0,เงินสด,2026-08-16,ชำระเงินแล้ว
STU0244,ณัฐดนัย พูนทรัพย์,ชาย,18,ม.6,โรงเรียนขอนแก่นพัฒนศึกษา,082-1916055,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,244,2026-07-19,0.05,2565.0,ลงทะเบียนสำเร็จ,244.0,2565.0,พร้อมเพย์,2026-07-19,ชำระเงินแล้ว
STU0245,อริสา บุญเรือง,หญิง,16,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,092-4159059,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,245,2026-06-17,0.05,2660.0,ลงทะเบียนสำเร็จ,245.0,2660.0,โอนธนาคาร,2026-06-17,ชำระเงินแล้ว
STU0246,ศิริพร สมบูรณ์,หญิง,18,ม.6,โรงเรียนขอนแก่นวิทยาลัย,084-4927887,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,246,2026-06-13,0.1,2430.0,ลงทะเบียนสำเร็จ,246.0,2430.0,โอนธนาคาร,2026-06-13,ชำระเงินแล้ว
STU0247,ภาคิน ทองดี,ชาย,17,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,089-5387020,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,247,2026-06-21,0.1,2970.0,ลงทะเบียนสำเร็จ,247.0,2970.0,พร้อมเพย์,2026-06-21,ชำระเงินแล้ว
STU0248,อธิพัฒน์ ศรีทอง,ชาย,15,ม.4,โรงเรียนแก่นนครวิทยาลัย,098-6851432,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,248,2026-08-19,0.0,3200.0,ลงทะเบียนสำเร็จ,248.0,3200.0,บัตรเครดิต,2026-08-19,ชำระเงินแล้ว
STU0249,ภัทรวดี วงศ์สุวรรณ,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยาลัย,089-5001894,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,249,2026-07-30,0.1,3060.0,ลงทะเบียนสำเร็จ,249.0,3060.0,เงินสด,2026-07-30,ชำระเงินแล้ว
STU0250,ศุภชัย ทองคำ,ชาย,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),097-1938572,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,250,2026-07-11,0.05,2565.0,ลงทะเบียนสำเร็จ,250.0,2565.0,บัตรเครดิต,2026-07-11,ชำระเงินแล้ว
STU0251,พศิน วิไลวรรณ,ชาย,16,ม.4,โรงเรียนขามแก่นนคร,082-6801352,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,251,2026-06-08,0.05,3135.0,ลงทะเบียนสำเร็จ,251.0,3135.0,เงินสด,2026-06-08,ชำระเงินแล้ว
STU0252,ธนวัฒน์ บุญญฤทธิ์,ชาย,16,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,094-1522717,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,252,2026-06-09,0.05,3230.0,ลงทะเบียนสำเร็จ,252.0,3230.0,พร้อมเพย์,2026-06-09,ชำระเงินแล้ว
STU0253,ปภาวดี ธรรมวงศ์,หญิง,16,ม.5,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,092-4306187,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,253,2026-06-13,0.05,2660.0,ลงทะเบียนสำเร็จ,253.0,2660.0,บัตรเครดิต,2026-06-13,ชำระเงินแล้ว
STU0254,อริสา แสงจันทร์,หญิง,16,ม.5,โรงเรียนแก่นนครวิทยาลัย,087-4516226,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,254,2026-07-09,0.0,2700.0,ลงทะเบียนสำเร็จ,254.0,2700.0,บัตรเครดิต,2026-07-09,ชำระเงินแล้ว
STU0255,สิทธิโชค ชนะชัย,ชาย,15,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),085-5667992,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,255,2026-07-25,0.1,3060.0,ลงทะเบียนสำเร็จ,255.0,3060.0,บัตรเครดิต,2026-07-25,ชำระเงินแล้ว
STU0256,ธนาธิป วงศ์ษา,ชาย,17,ม.5,โรงเรียนแก่นนครวิทยาลัย,087-1134898,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,256,2026-08-11,0.1,3150.0,ลงทะเบียนสำเร็จ,256.0,3150.0,พร้อมเพย์,2026-08-11,ชำระเงินแล้ว
STU0257,ธีรภัทร สวัสดิ์ชัย,ชาย,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,095-4358647,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,257,2026-07-03,0.1,2430.0,ลงทะเบียนสำเร็จ,257.0,2430.0,พร้อมเพย์,2026-07-03,ชำระเงินแล้ว
STU0258,ภัทรพล เจริญวงศ์,ชาย,16,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,095-5684906,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,258,2026-08-16,0.0,3500.0,ลงทะเบียนสำเร็จ,258.0,3500.0,พร้อมเพย์,2026-08-16,ชำระเงินแล้ว
STU0259,ธัญชนก แก้วคำ,หญิง,15,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,095-4943651,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,259,2026-08-01,0.0,3200.0,ลงทะเบียนสำเร็จ,259.0,3200.0,เงินสด,2026-08-01,ชำระเงินแล้ว
STU0260,ธนพร ศรีวงศ์,หญิง,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,083-8632439,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,260,2026-06-17,0.1,2520.0,ลงทะเบียนสำเร็จ,260.0,2520.0,โอนธนาคาร,2026-06-17,ชำระเงินแล้ว
STU0261,กวิน ศรีสมบัติ,ชาย,17,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,088-8523061,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,261,2026-08-07,0.1,2430.0,ลงทะเบียนสำเร็จ,261.0,2430.0,บัตรเครดิต,2026-08-07,ชำระเงินแล้ว
STU0262,ณรงค์ฤทธิ์ พูนทรัพย์,ชาย,17,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,096-5490358,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,262,2026-06-17,0.0,3200.0,ลงทะเบียนสำเร็จ,262.0,3200.0,บัตรเครดิต,2026-06-17,ชำระเงินแล้ว
STU0263,สุชาดา ศรีบุญเรือง,หญิง,17,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),095-7288649,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,263,2026-08-03,0.1,2520.0,ลงทะเบียนสำเร็จ,263.0,2520.0,บัตรเครดิต,2026-08-03,ชำระเงินแล้ว
STU0264,กิตติพงษ์ บุญเลิศ,ชาย,18,ม.6,โรงเรียนแก่นนครวิทยาลัย,092-2712429,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,264,2026-06-04,0.05,3230.0,ลงทะเบียนสำเร็จ,264.0,3230.0,พร้อมเพย์,2026-06-04,ชำระเงินแล้ว
STU0265,กรวิชญ์ ธรรมวงศ์,ชาย,17,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),093-1271020,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,265,2026-07-05,0.1,3060.0,ลงทะเบียนสำเร็จ,265.0,3060.0,เงินสด,2026-07-05,ชำระเงินแล้ว
STU0266,ณิชาภา ชัยมงคล,หญิง,16,ม.4,โรงเรียนขอนแก่นวิทยาลัย,083-7069044,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,266,2026-08-07,0.1,2520.0,ลงทะเบียนสำเร็จ,266.0,2520.0,พร้อมเพย์,2026-08-07,ชำระเงินแล้ว
STU0267,พีรพงศ์ พัฒนกุล,ชาย,17,ม.5,โรงเรียนกัลยาณวัตร,081-7629345,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,267,2026-06-15,0.05,2660.0,ลงทะเบียนสำเร็จ,267.0,2660.0,โอนธนาคาร,2026-06-15,ชำระเงินแล้ว
STU0268,ศิริพร สุวรรณ,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยาลัย,094-4658575,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,268,2026-06-23,0.1,3150.0,ลงทะเบียนสำเร็จ,268.0,3150.0,เงินสด,2026-06-23,ชำระเงินแล้ว
STU0269,ศุภกร ธรรมวงศ์,ชาย,17,ม.5,โรงเรียนนครขอนแก่น,084-2401511,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,269,2026-08-14,0.05,3325.0,ลงทะเบียนสำเร็จ,269.0,3325.0,บัตรเครดิต,2026-08-14,ชำระเงินแล้ว
STU0270,ก้องภพ พงษ์ศรี,ชาย,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),095-8862888,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,270,2026-08-05,0.05,2565.0,ลงทะเบียนสำเร็จ,270.0,2565.0,เงินสด,2026-08-05,ชำระเงินแล้ว
STU0271,สิรภพ วงศ์ดี,ชาย,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),093-7928050,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,271,2026-07-07,0.05,3135.0,ลงทะเบียนสำเร็จ,271.0,3135.0,เงินสด,2026-07-07,ชำระเงินแล้ว
STU0272,ธีรเดช ศรีวงศ์,ชาย,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),088-3176316,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,272,2026-06-11,0.05,2375.0,ลงทะเบียนสำเร็จ,272.0,2375.0,เงินสด,2026-06-11,ชำระเงินแล้ว
STU0273,ภาณุวัฒน์ วงศ์ษา,ชาย,18,ม.6,โรงเรียนกัลยาณวัตร,088-7944469,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,273,2026-06-27,0.05,3325.0,ลงทะเบียนสำเร็จ,273.0,3325.0,พร้อมเพย์,2026-06-27,ชำระเงินแล้ว
STU0274,ชุติกาญจน์ รัตนกุล,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยายน,099-2753317,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,274,2026-06-13,0.0,2700.0,ลงทะเบียนสำเร็จ,274.0,2700.0,เงินสด,2026-06-13,ชำระเงินแล้ว
STU0275,ศุภัคสร ชัยมงคล,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยายน,098-3913148,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,275,2026-08-02,0.1,2520.0,ลงทะเบียนสำเร็จ,275.0,2520.0,โอนธนาคาร,2026-08-02,ชำระเงินแล้ว
STU0276,สุพิชญา ศรีสุข,หญิง,17,ม.6,โรงเรียนกัลยาณวัตร,085-2837585,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,276,2026-06-21,0.05,2660.0,ลงทะเบียนสำเร็จ,276.0,2660.0,โอนธนาคาร,2026-06-21,ชำระเงินแล้ว
STU0277,พิชญ์สินี วงศ์ดี,หญิง,16,ม.4,โรงเรียนนครขอนแก่น,084-9278511,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,277,2026-08-18,0.1,2520.0,ลงทะเบียนสำเร็จ,277.0,2520.0,บัตรเครดิต,2026-08-18,ชำระเงินแล้ว
STU0278,กัญญาณัฐ บุญเลิศ,หญิง,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,083-4601404,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,278,2026-07-20,0.1,3150.0,ลงทะเบียนสำเร็จ,278.0,3150.0,บัตรเครดิต,2026-07-20,ชำระเงินแล้ว
STU0279,วรรณวิสา บุญเลิศ,หญิง,17,ม.6,โรงเรียนขามแก่นนคร,097-4417007,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,279,2026-06-30,0.05,2375.0,ลงทะเบียนสำเร็จ,279.0,2375.0,เงินสด,2026-06-30,ชำระเงินแล้ว
STU0280,ชยุต ชูศรี,ชาย,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,089-4691803,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,280,2026-06-03,0.0,2800.0,ลงทะเบียนสำเร็จ,280.0,2800.0,บัตรเครดิต,2026-06-03,ชำระเงินแล้ว
STU0281,กานต์พิชชา ไชยวงศ์,หญิง,16,ม.4,โรงเรียนขามแก่นนคร,095-6601385,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,281,2026-06-21,0.0,2700.0,ลงทะเบียนสำเร็จ,281.0,2700.0,โอนธนาคาร,2026-06-21,ชำระเงินแล้ว
STU0282,สิริกัญญา เจริญทรัพย์,หญิง,15,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),086-9856236,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,282,2026-07-24,0.1,3060.0,ลงทะเบียนสำเร็จ,282.0,3060.0,เงินสด,2026-07-24,ชำระเงินแล้ว
STU0283,ณัฐณิชา พรหมรักษา,หญิง,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),093-1543624,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,283,2026-08-10,0.05,3325.0,ลงทะเบียนสำเร็จ,283.0,3325.0,โอนธนาคาร,2026-08-10,ชำระเงินแล้ว
STU0284,ศศิธร สุวรรณดี,หญิง,17,ม.5,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,097-1150310,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,284,2026-06-25,0.05,3325.0,ลงทะเบียนสำเร็จ,284.0,3325.0,เงินสด,2026-06-25,ชำระเงินแล้ว
STU0285,พิมพ์ชนก วงศ์ษา,หญิง,16,ม.5,โรงเรียนกัลยาณวัตร,093-7189017,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,285,2026-06-14,0.05,3135.0,ลงทะเบียนสำเร็จ,285.0,3135.0,โอนธนาคาร,2026-06-14,ชำระเงินแล้ว
STU0286,พิมพ์ลภัส บุญญฤทธิ์,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยาลัย,084-9660244,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,286,2026-07-16,0.0,3400.0,ลงทะเบียนสำเร็จ,286.0,3400.0,เงินสด,2026-07-16,ชำระเงินแล้ว
STU0287,พัชราภา บุญเรือง,หญิง,15,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,089-8139023,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,287,2026-08-05,0.1,2880.0,ลงทะเบียนสำเร็จ,287.0,2880.0,โอนธนาคาร,2026-08-05,ชำระเงินแล้ว
STU0288,ธนพร วิไลวรรณ,หญิง,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),094-4779953,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,288,2026-06-17,0.0,2800.0,ลงทะเบียนสำเร็จ,288.0,2800.0,โอนธนาคาร,2026-06-17,ชำระเงินแล้ว
STU0289,พิมพ์ลภัส ชัยมงคล,หญิง,16,ม.5,โรงเรียนขอนแก่นวิทยายน,091-5737576,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,289,2026-06-26,0.05,2565.0,ลงทะเบียนสำเร็จ,289.0,2565.0,พร้อมเพย์,2026-06-26,ชำระเงินแล้ว
STU0290,ชยุต ศรีสวัสดิ์,ชาย,16,ม.5,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,085-6705070,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,290,2026-06-20,0.05,2565.0,ลงทะเบียนสำเร็จ,290.0,2565.0,บัตรเครดิต,2026-06-20,ชำระเงินแล้ว
STU0291,ณัฐภัทร ศรีอุดม,ชาย,17,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),097-8018664,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,291,2026-06-14,0.05,3135.0,ลงทะเบียนสำเร็จ,291.0,3135.0,พร้อมเพย์,2026-06-14,ชำระเงินแล้ว
